iter	Logloss
146	0.5338731413
147	0.5337957328
148	0.5336323254
149	0.5335371482
150	0.5334511222
151	0.5332615469
152	0.5331590505
153	0.5330439542
154	0.5329261208
155	0.5328390478
156	0.5327928388
157	0.5327352656
158	0.5326574014
159	0.5326061331
160	0.5324813021
161	0.5323731538
162	0.5322443338
163	0.5321709005
164	0.5319430293
165	0.531828227
166	0.531604983
167	0.531527312
168	0.5314163842
169	0.5311506806
170	0.5309334342
171	0.5307772758
172	0.5307196719
173	0.5306797278
174	0.5305761205
175	0.5304343713
176	0.5303456024
177	0.5302485456
178	0.5300035747
179	0.5299321807
180	0.5298243328
181	0.5296863481
182	0.5296294567
183	0.5295651361
184	0.5293449312
185	0.5292701746
186	0.5291810569
187	0.5289719876
188	0.5289117655
189	0.5285919258
190	0.5283709694
191	0.5282069387
192	0.5280036665
193	0.5278772537
194	0.5277285919
195	0.5276395208
196	0.5274604316
197	0.5273565829
198	0.5271104314
199	0.5269509907
200	0.5268244064
201	0.526737516
202	0.5266665501
203	0.5265088042
204	0.5263808946
205	0.5262814096
206	0.5260950254
207	0.5258459228
208	0.525755669
209	0.5256760905
210	0.5255958487
211	0.5255323614
212	0.5254709914
213	0.5253826097
214	0.5251964996
215	0.5250188746
216	0.5249452574
217	0.524851516
218	0.5246382199
219	0.5244304615
220	0.5243772748
221	0.5242240819
222	0.5240849678
223	0.5239259834
224	0.5237652665
225	0.5236319419
226	0.5234736973
227	0.5234089161
228	0.5232803674
229	0.5232231998
230	0.5230520815
231	0.5230171801
232	0.5228655077
233	0.5227951266
234	0.5227385929
235	0.5226410824
236	0.5225120257
237	0.5224494435
238	0.5223480591
239	0.5223007643
240	0.522237224
241	0.522032515
242	0.5218103743
243	0.5217296522
244	0.5215724213
245	0.521517063
246	0.5214677209
247	0.5213563742
248	0.5212988279
249	0.5211452892
250	0.5209817876
251	0.5208430801
252	0.5206920682
253	0.520600207
254	0.5204603602
255	0.5204002476
256	0.5203228771
257	0.5201086952
258	0.5200574002
259	0.5199557821
260	0.5198785013
261	0.5198270275
262	0.5197661375
263	0.5197109765
264	0.5195326656
265	0.5193518455
266	0.5191553595
267	0.5190032546
268	0.5188172907
269	0.5187051278
270	0.5184789057
271	0.5183270724
272	0.5181497052
273	0.518018834
274	0.5179158478
275	0.5178328551
276	0.5177772467
277	0.5174757719
278	0.5173274129
279	0.517234246
280	0.5171353274
281	0.5170526082
282	0.5169574292
283	0.516833157
284	0.5167805065
285	0.5166934914
286	0.5165982199
287	0.5164845656
288	0.5163231158
289	0.5162214288
290	0.5160174546
291	0.5157906315
292	0.5156985409
293	0.5156211964
294	0.5154917369
295	0.5152670881
296	0.5151958459
297	0.5151101065
298	0.5148728924
299	0.5148209336
300	0.514735707
301	0.5146860453
302	0.5145797919
303	0.514526717
304	0.5144085295
305	0.5143045828
306	0.5142622298
307	0.5141446285
308	0.5140643815
309	0.5139776899
310	0.5138582354
311	0.5136681029
312	0.5135793227
313	0.5134707987
314	0.5133631795
315	0.5133197234
316	0.51328533
317	0.5132355895
318	0.5131232281
319	0.5130756493
320	0.5129667513
321	0.5128971221
322	0.5127913952
323	0.5127469938
324	0.5126491037
325	0.5125174587
326	0.5123917376
327	0.5122470432
328	0.5121409559
329	0.5120620647
330	0.5118392502
331	0.511800474
332	0.5117083769
333	0.5116392823
334	0.5115691418
335	0.5115398536
336	0.5115015211
337	0.5114322924
338	0.5113582342
339	0.5112318807
340	0.5111760885
341	0.5110295483
342	0.5109484555
343	0.5108376657
344	0.5107686323
345	0.5106383178
346	0.5105260426
347	0.5103918559
348	0.5103437226
349	0.5101702755
350	0.5100329062
351	0.5098887893
352	0.5098354539
353	0.5097474068
354	0.5096802943
355	0.5095816906
356	0.5095002548
357	0.5094118079
358	0.5093699472
359	0.5092896183
360	0.5091813163
361	0.5091447213
362	0.5090298547
363	0.5089438852
364	0.508727334
365	0.5086789398
366	0.5085641256
367	0.5085149006
368	0.5084565365
369	0.5083342511
370	0.5081476547
371	0.5080576887
372	0.5079782227
373	0.5077740767
374	0.507706827
375	0.5076166574
376	0.5075805762
377	0.5075493539
378	0.5074783538
379	0.5073345735
380	0.5072271089
381	0.5071403124
382	0.5070805781
383	0.5069898336
384	0.5069644984
385	0.5069134218
386	0.5068307202
387	0.5067951345
388	0.5066940073
389	0.5066141123
390	0.5065404708
391	0.5064853897
392	0.506370814
393	0.5063293837
394	0.5062521798
395	0.5061916402
396	0.506076958
397	0.5059206646
398	0.5058076794
399	0.5057326941
400	0.5056915325
401	0.5055566354
402	0.5054727671
403	0.5053871363
404	0.505292617
405	0.5052162418
406	0.5050187002
407	0.5048943433
408	0.504651584
409	0.5046172941
410	0.5045689665
411	0.5045251765
412	0.5044453278
413	0.5043720465
414	0.5043367537
415	0.5042907356
416	0.5041994771
417	0.5041565491
418	0.5040519357
419	0.5039505011
420	0.5038759751
421	0.5038126984
422	0.5037492958
423	0.5037002259
424	0.5036322505
425	0.5035639041
426	0.5034780886
427	0.5033543755
428	0.5032568281
429	0.5031921538
430	0.5030839812
431	0.5029599686
432	0.5028846386
433	0.5028346971
434	0.502768729
435	0.5027193226
436	0.5026778565
437	0.5026251593
438	0.5025672802
439	0.502460948
440	0.5023850168
441	0.5023507154
442	0.5022960219
443	0.5021886211
444	0.5021088695
445	0.502071013
446	0.5019712454
447	0.5019066155
448	0.5018429319
449	0.5017892081
450	0.5017401507
451	0.501675707
452	0.5016311615
453	0.5015705322
454	0.5015235705
455	0.5014658699
456	0.5013759644
457	0.5012789302
458	0.5012227208
459	0.5011644031
460	0.5010561563
461	0.5009926212
462	0.500917479
463	0.5008545062
464	0.500794833
465	0.5006895295
466	0.5006541008
467	0.5005954371
468	0.5005692672
469	0.5004428571
470	0.5003355338
471	0.500269698
472	0.5001911009
473	0.5001106236
474	0.5000579981
475	0.4999995938
476	0.4999216217
477	0.4997998576
478	0.4997518994
479	0.4997002806
480	0.4996642615
481	0.4995386088
482	0.4994432017
483	0.4993447696
484	0.4992356651
485	0.4991319074
486	0.4990954449
487	0.4989806152
488	0.4988970923
489	0.4987844697
490	0.4987341301
491	0.4986746575
492	0.4985458793
493	0.4984834824
494	0.4984345977
495	0.4983238214
496	0.4983176437
497	0.4981468444
498	0.4980780683
499	0.4980443635
500	0.4979982139
501	0.4978776501
502	0.4978278194
503	0.4977710603
504	0.4977161968
505	0.4976661516
506	0.4975659769
507	0.4975144769
508	0.4974413099
509	0.4974070385
510	0.4973332359
511	0.4972366272
512	0.4971967241
513	0.4971267578
514	0.4969874143
515	0.4969469891
516	0.4968728386
517	0.4968359572
518	0.4967687012
519	0.4967202131
520	0.4966594805
521	0.4966228774
522	0.4965523753
523	0.4965263901
524	0.4964898153
525	0.4963735868
526	0.4962708946
527	0.4961826752
528	0.4961222186
529	0.4960898712
530	0.495967462
531	0.4958904223
532	0.4958598801
533	0.4957320308
534	0.4956221925
535	0.4955727331
536	0.4954716435
537	0.4953823755
538	0.4952126153
539	0.4951360136
540	0.4950685559
541	0.4949978752
542	0.4949384123
543	0.4948842181
544	0.4948499131
545	0.4947719368
546	0.4946809465
547	0.4946349324
548	0.4945802727
549	0.4945537376
550	0.4945171969
551	0.4944227242
552	0.4943511134
553	0.4942295961
554	0.4942046939
555	0.4941611898
556	0.4940930915
557	0.494051629
558	0.4940016694
559	0.4939110902
560	0.4938309479
561	0.4937720495
562	0.4936711456
563	0.493608731
564	0.4935447197
565	0.4934580471
566	0.4933141317
567	0.4932458725
568	0.493245225
569	0.4932053208
570	0.493146871
571	0.4931132621
572	0.4930710283
573	0.4930510186
574	0.4930059052
575	0.4929237166
576	0.4928468788
577	0.4928029359
578	0.4927475828
579	0.4926236845
580	0.4925657065
581	0.4924890828
582	0.4924409344
583	0.4923881317
584	0.492359949
585	0.4923226371
586	0.4922809541
587	0.4922031989
588	0.4921416841
589	0.4920812769
590	0.4920523274
591	0.4920089905
592	0.4919590897
593	0.4919279891
594	0.4918993264
595	0.4918537046
596	0.4918192229
597	0.4917612079
598	0.4917188125
599	0.4916881233
600	0.4916311302
601	0.4916115433
602	0.491561426
603	0.4915048548
604	0.491474523
605	0.4914028441
606	0.4913180345
607	0.4912511364
608	0.4911913751
609	0.4911533109
610	0.491080907
611	0.4910536017
612	0.4909756136
613	0.4909186339
614	0.4908509772
615	0.4908062891
616	0.4907656085
617	0.4907026858
618	0.4906757138
619	0.4906132086
620	0.4905966072
621	0.4904774078
622	0.4903746297
623	0.4903500672
624	0.4902448887
625	0.4901811098
626	0.4901117299
627	0.4900478729
628	0.4899716415
629	0.4899329122
630	0.4898886908
631	0.4898173261
632	0.4897701836
633	0.4897326136
634	0.4897247878
635	0.4896704532
636	0.4896365248
637	0.4895936494
638	0.4895588812
639	0.4894292234
640	0.489333443
641	0.489271006
642	0.489221493
643	0.4891623356
644	0.4891040527
645	0.4890089386
646	0.4889752013
647	0.4889373178
648	0.4888732218
649	0.4888223033
650	0.4888029774
651	0.4887031039
652	0.4886246696
653	0.4885991687
654	0.4884877989
655	0.4884470408
656	0.4884343982
657	0.4883801459
658	0.4883304466
659	0.4882422892
660	0.4881897188
661	0.4881388407
662	0.4881062085
663	0.4880677518
664	0.4880002812
665	0.4879605669
666	0.4878879088
667	0.487834699
668	0.4878003351
669	0.4877505538
670	0.4876841291
671	0.4876355597
672	0.4875844977
673	0.4875497765
674	0.4875229786
675	0.4874506132
676	0.4874022848
677	0.4873555194
678	0.4873268624
679	0.4872738081
680	0.4872300524
681	0.4871794906
682	0.4871190093
683	0.4870528139
684	0.4869997851
685	0.4869618292
686	0.4869112979
687	0.4868634015
688	0.4867790461
689	0.4867280912
690	0.486643058
691	0.4866155928
692	0.4865872759
693	0.4865280162
694	0.4864939866
695	0.4864193859
696	0.4863942168
697	0.4863374255
698	0.4862660359
699	0.4862387524
700	0.4861991944
701	0.4861826429
702	0.4861511273
703	0.486124086
704	0.4860736255
705	0.4860397356
706	0.4859902005
707	0.4859305115
708	0.4858874674
709	0.4858297619
710	0.4857667458
711	0.4857661309
712	0.4857437235
713	0.485683588
714	0.4855985524
715	0.4855178381
716	0.4854597612
717	0.4854046324
718	0.4853629039
719	0.4853211885
720	0.4852605045
721	0.4852087754
722	0.4851563016
723	0.4850708783
724	0.4850172542
725	0.4850121577
726	0.4849819455
727	0.4849336086
728	0.484907557
729	0.4848797497
730	0.4848557226
731	0.4847663813
732	0.4846922768
733	0.4846662426
734	0.4845931463
735	0.4845620234
736	0.484540858
737	0.4844390558
738	0.4844239776
739	0.4843751236
740	0.4843127904
741	0.4842760171
742	0.484234415
743	0.4841997875
744	0.4841519982
745	0.484114759
746	0.4840312711
747	0.4839525308
748	0.4839189463
749	0.4838959038
750	0.4838464743
751	0.4838306187
752	0.4838128482
753	0.4837874983
754	0.4837724604
755	0.4836989377
756	0.483649143
757	0.4836169316
758	0.4834908821
759	0.4834648825
760	0.4834240346
761	0.483387458
762	0.4833576635
763	0.483305358
764	0.4832582655
765	0.4831858326
766	0.4831557787
767	0.4831109462
768	0.4830785915
769	0.4830210664
770	0.4830042514
771	0.4829634267
772	0.4829192361
773	0.4828799824
774	0.4828496944
775	0.4828216219
776	0.4827914624
777	0.482761462
778	0.482690086
779	0.482643925
780	0.4826264779
781	0.4825779011
782	0.4825030759
783	0.4824271632
784	0.4823741752
785	0.4823069636
786	0.4822524391
787	0.4822014475
788	0.482184895
789	0.4821412985
790	0.4820992142
791	0.4820932739
792	0.4820487542
793	0.4819222708
794	0.4818861341
795	0.4818595933
796	0.4818159137
797	0.4817804845
798	0.4817212245
799	0.4816444584
800	0.4815738232
801	0.4815243728
802	0.4814780139
803	0.4814566178
804	0.481417896
805	0.4813657155
806	0.4812990647
807	0.4812536824
808	0.4812218164
809	0.4811803952
810	0.4811494288
811	0.4811241423
812	0.4810956742
813	0.4810680081
814	0.4810252552
815	0.481005579
816	0.4809594402
817	0.48093472
818	0.4808989945
819	0.4808610379
820	0.4808032515
821	0.4807537838
822	0.480679126
823	0.4806570177
824	0.4805863776
825	0.4804883177
826	0.4804154599
827	0.480378543
828	0.4803239131
829	0.4803101593
830	0.4802445267
831	0.4802046554
832	0.4801832576
833	0.4801305319
834	0.4800878474
835	0.4800625524
836	0.4800108522
837	0.4799608081
838	0.4799272493
839	0.4798547477
840	0.4798351139
841	0.4797717445
842	0.4797613248
843	0.4797109076
844	0.479662241
845	0.4796275311
846	0.4795740512
847	0.479502946
848	0.4794387174
849	0.4794287885
850	0.4793687089
851	0.4793126305
852	0.4792716924
853	0.479232835
854	0.4791832285
855	0.4790601117
856	0.4790195945
857	0.4789732838
858	0.4789364947
859	0.4789038946
860	0.4788931771
861	0.4788473989
862	0.4788287841
863	0.4787948756
864	0.4787793348
865	0.4787162687
866	0.4786931123
867	0.4786585379
868	0.4786295155
869	0.4785849027
870	0.4785536692
871	0.4785424341
872	0.4784975305
873	0.4784328011
874	0.4783620061
875	0.4783266598
876	0.4782981378
877	0.4782537434
878	0.4781983136
879	0.4781712577
880	0.4781087946
881	0.4780718749
882	0.4780405655
883	0.4780190941
884	0.477989276
885	0.4779474879
886	0.477909163
887	0.4778345251
888	0.4777965738
889	0.4777441366
890	0.477701057
891	0.4776568142
892	0.4776167992
893	0.4775656527
894	0.4775178024
895	0.477479272
896	0.4774454385
897	0.4773585284
898	0.4773426854
899	0.4773176603
900	0.4772650064
901	0.4772156209
902	0.4771885351
903	0.4771354872
904	0.4771129018
905	0.4770928206
906	0.477053009
907	0.4770020241
908	0.4769776943
909	0.476963537
910	0.4769080011
911	0.4768565988
912	0.4768413802
913	0.4768121627
914	0.4767493348
915	0.4767220837
916	0.47668173
917	0.4766377377
918	0.47660256
919	0.4765670357
920	0.4765223531
921	0.4764776258
922	0.4764336479
923	0.476343158
924	0.4762827304
925	0.4762059624
926	0.4761608067
927	0.4761286802
928	0.4761031602
929	0.476046886
930	0.4760158194
931	0.4759865745
932	0.475957645
933	0.4758960015
934	0.4757945677
935	0.4757378984
936	0.4756662862
937	0.475648301
938	0.4755914034
939	0.4755426322
940	0.475500474
941	0.4754377941
942	0.4753903455
943	0.4753687883
944	0.4753422914
945	0.4753068111
946	0.4752592572
947	0.4752192033
948	0.4751772407
949	0.4751436395
950	0.4750993781
951	0.4750389955
952	0.4749876775
953	0.4749544097
954	0.4749203303
955	0.4749030954
956	0.4748651482
957	0.4748316687
958	0.474794674
959	0.4747619846
960	0.4747499109
961	0.4747069287
962	0.4746864745
963	0.4746685494
964	0.4746525439
965	0.4746142855
966	0.4745633503
967	0.474535042
968	0.4745028405
969	0.4744732309
970	0.4744436353
971	0.4743993339
972	0.4743666094
973	0.4743251623
974	0.4742871371
975	0.4742220999
976	0.4741951194
977	0.4741667704
978	0.4741618414
979	0.4740925446
980	0.4740680521
981	0.4740398455
982	0.4740260576
983	0.4739857765
984	0.4739520092
985	0.4739150899
986	0.4738696861
987	0.4738128275
988	0.4737884623
989	0.473722118
990	0.4737052259
991	0.4736605653
992	0.4736204741
993	0.4735796909
994	0.4735284653
995	0.4734998162
996	0.4734681799
997	0.4734319465
998	0.4733795378
999	0.4733542894
